Ambedkar Nagar,178,3012.0
Sultanpur,179,5741.0
Faizabad,177,3571.0
Basti,185,3766.0
Gonda,183,5283.0
Sant Kabir Nagar,186,2088.0
Gorakhpur,188,4335.0
Maharajganj,187,3779.0
Kushinagar,189,3764.0
Deoria,190,3326.0
Mau,192,2194.0
Ballia,193,3891.0
Siwan,218,2881.0
Saran (chhapra),219,3420.0
Muzaffarpur,216,4123.0
Gopalganj,217,2657.0
Purba Champaran,204,5189.0
Pashchim Champaran,203,6859.0
Siddharth Nagar,184,3714.0
Balrampur,182,4359.0
Shrawasti,181,3285.0
Bahraich,180,5682.0
Kheri,153,10116.0
Sitapur,154,7582.0
Bara Banki,176,4943.0
Lucknow,157,2910.0
Hardoi,155,7886.0
Rae Bareli,158,6004.0
Fatehpur,172,5407.0
Unnao,156,5953.0
Kanpur Nagar,164,3610.0
Kanpur Dehat,163,4184.0
Pilibhit,151,4764.0
Bageshwar,63,2856.0
Champawat,65,2191.0
Pithoragarh,62,9643.0
North,241,5610.0
East,244,880.0
Jalpaiguri,328,7544.0
Koch Bihar,329,4416.0
Darjiling,327,3349.0
South,243,780.0
West,242,1394.0
Kishanganj,210,2514.0
Uttar Dinajpur,330,4117.0
Purnia,211,4201.0
Katihar,212,3954.0
Araria,209,3647.0
Madhubani,207,4479.0
Sitamarhi,206,3035.0
Darbhanga,215,2964.0
Sheohar,205,376.0
Vaishali,220,2535.0
Samastipur,221,3756.0
Begusarai,222,2498.0
Khagaria,223,1926.0
Saharsa,214,2186.0
Supaul,208,3118.0
Madhepura,213,2379.0
Bhagalpur,224,3252.0
Sahibganj,352,2808.0
Godda,351,2873.0
Banka,225,3986.0
Pakur,353,2327.0
Dumka,362,4823.0
Jamtara,363,2301.0
Deoghar,350,3120.0
Jamui,238,3913.0
Giridih,349,6394.0
Munger,226,1840.0
Lakhisarai,227,1633.0
Sheikhpura,228,823.0
Nawada,237,3188.0
Nalanda,229,3004.0
Kodarma,348,3179.0
Hazaribagh,360,4475.0
Dhanbad,354,2681.0
Bokaro,355,3490.0
Puruliya,340,7899.0
Ramgarh,361,1610.0
Khunti,365,3432.0
Pashchimi Singhbhum,368,8802.0
Saraikela-kharsawan,369,3266.0
Purbi Singhbhum,357,4340.0
Pashchim Medinipur,344,11813.0
Bankura,339,8739.0
Barddhaman,335,8783.0
Birbhum,334,5791.0
Hugli,338,3791.0
Haora,341,1566.0
North 24 Parganas,337,6716.0
Nadia,336,4721.0
