Sonitpur,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7.0,6.0,5.0,22.0,25.0,20.0,0.0,0.0,0.0,4938.0,0.0,0.0,0.0,548.0,697.0,218.0,112.0,70.0,29.0,27.0,10.0,11.0,8.0,5.0,7.0,5.0,2.0,1.0,5.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golaghat,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,8.0,4.0,15.0,0.0,0.0,0.0,2254.0,0.0,0.0,0.0,685.0,738.0,222.0,117.0,49.0,37.0,23.0,12.0,15.0,10.0,14.0,10.0,4.0,13.0,8.0,10.0,7.0,9.0,4.0,5.0,8.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,7.0,3.0,2.0,5.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0
Karbi Anglong,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,1.0,5.0,4.0,4.0,0.0,4.0,9.0,8.0,10.0,16.0,34.0,81.0,0.0,0.0,0.0,12629.0,0.0,0.0,1.0,364.0,214.0,46.0,23.0,19.0,15.0,13.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaon,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,18.0,12.0,36.0,28.0,0.0,0.0,0.0,2772.0,0.0,0.0,0.0,838.0,891.0,304.0,102.0,32.0,28.0,17.0,14.0,10.0,10.0,10.0,0.0,5.0,5.0,1.0,7.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marigaon,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0,4.0,9.0,0.0,0.0,0.0,1565.0,0.0,0.0,0.0,203.0,109.0,38.0,16.0,13.0,11.0,6.0,8.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaintia Hills,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,2.0,2.0,6.0,5.0,2.0,4.0,4.0,13.0,48.0,95.0,0.0,0.0,0.0,4505.0,0.0,0.0,0.0,81.0,58.0,37.0,18.0,11.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dima Hasao,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,4.0,4.0,5.0,7.0,6.0,18.0,25.0,36.0,88.0,83.0,0.0,0.0,0.0,5974.0,0.0,0.0,0.0,28.0,19.0,12.0,6.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimapur,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,6.0,7.0,12.0,43.0,51.0,0.0,0.0,0.0,618.0,0.0,0.0,0.0,112.0,48.0,14.0,10.0,7.0,10.0,12.0,7.0,7.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peren,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,40.0,40.0,0.0,0.0,0.0,2134.0,0.0,0.0,0.0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kohima,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,5.0,4.0,5.0,1.0,6.0,5.0,6.0,10.0,16.0,38.0,103.0,0.0,0.0,0.0,1688.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
