West,96,0.0,0.0,0.0,0.0,8.0,12.0,14.0,71.0
Jhajjar,83,1400.0,1014.0,79.0,28.0,15.0,14.0,7.0,5.0
Alwar,104,9447.0,914.0,186.0,80.0,42.0,18.0,20.0,24.0
Rewari,85,446.0,1272.0,108.0,54.0,44.0,32.0,11.0,4.0
Rohtak,82,1270.0,828.0,87.0,34.0,15.0,13.0,16.0,21.0
Bhiwani,81,4310.0,1614.0,124.0,31.0,24.0,19.0,15.0,10.0
Jind,77,1880.0,1512.0,110.0,48.0,32.0,21.0,15.0,7.0
Panipat,75,183.0,985.0,213.0,87.0,50.0,38.0,29.0,49.0
Karnal,74,464.0,2290.0,455.0,179.0,65.0,44.0,24.0,16.0
Kaithal,73,794.0,2009.0,159.0,45.0,33.0,12.0,8.0,9.0
Kurukshetra,72,21.0,1592.0,288.0,94.0,44.0,41.0,27.0,8.0
Patiala,48,194.0,3625.0,298.0,127.0,81.0,47.0,36.0,33.0
Ambala,70,134.0,1535.0,175.0,55.0,28.0,32.0,31.0,42.0
Yamunanagar,71,718.0,1265.0,168.0,32.0,29.0,17.0,23.0,21.0
Panchkula,69,473.0,305.0,67.0,33.0,13.0,6.0,9.0,25.0
Sahibzada Ajit Singh Nagar,52,83.0,813.0,233.0,110.0,81.0,33.0,16.0,13.0
Chandigarh,55,0.0,0.0,0.0,2.0,5.0,5.0,16.0,83.0
Fatehgarh Sahib,40,39.0,1288.0,124.0,41.0,26.0,17.0,2.0,2.0
Ludhiana,41,360.0,3296.0,560.0,197.0,106.0,74.0,73.0,144.0
Sangrur,53,1190.0,3212.0,244.0,83.0,49.0,34.0,25.0,6.0
Barnala,54,698.0,1144.0,100.0,29.0,11.0,11.0,8.0,5.0
Moga,42,212.0,2678.0,185.0,54.0,17.0,14.0,10.0,8.0
Bathinda,46,2092.0,2067.0,205.0,67.0,41.0,24.0,20.0,28.0
Faridkot,45,463.0,1331.0,66.0,40.0,26.0,19.0,16.0,4.0
Mansa,47,2219.0,629.0,79.0,20.0,14.0,6.0,2.0,0
Fatehabad,78,1104.0,1889.0,122.0,47.0,25.0,16.0,16.0,3.0
Sirsa,79,3909.0,1534.0,113.0,46.0,33.0,17.0,15.0,16.0
Hisar,80,3638.0,1562.0,182.0,73.0,54.0,47.0,24.0,31.0
Mahendragarh,84,1381.0,1045.0,70.0,27.0,15.0,8.0,6.0,1.0
Jhunjhunun,103,6562.0,911.0,183.0,69.0,45.0,31.0,9.0,4.0
Churu,102,17699.0,420.0,131.0,60.0,48.0,31.0,28.0,1.0
Sikar,111,8702.0,1082.0,151.0,81.0,23.0,30.0,22.0,21.0
Hanumangarh,100,11916.0,1028.0,170.0,73.0,46.0,21.0,19.0,2.0
Bikaner,101,39137.0,478.0,148.0,69.0,40.0,29.0,27.0,63.0
Ganganagar,99,12773.0,1091.0,204.0,107.0,52.0,30.0,23.0,16.0
Muktsar,44,1130.0,2160.0,87.0,52.0,33.0,26.0,20.0,5.0
Firozpur,43,2047.0,4409.0,304.0,102.0,70.0,50.0,32.0,30.0
Amritsar,49,100.0,2458.0,703.0,143.0,62.0,37.0,41.0,74.0
Gurdaspur,35,982.0,3283.0,424.0,105.0,51.0,36.0,28.0,14.0
Tarn Taran,50,186.0,2561.0,426.0,46.0,24.0,12.0,8.0,0
Kapurthala,36,769.0,1233.0,161.0,37.0,21.0,22.0,12.0,10.0
Jalandhar,37,398.0,2448.0,327.0,136.0,55.0,40.0,31.0,98.0
Hoshiarpur,38,2592.0,1632.0,109.0,39.0,13.0,10.0,10.0,8.0
Kathua,7,2451.0,436.0,52.0,18.0,7.0,12.0,4.0,0
Samba,22,716.0,438.0,34.0,11.0,4.0,0,0,0
Jammu,21,1227.0,836.0,213.0,114.0,63.0,43.0,29.0,53.0
Udhampur,19,2862.0,86.0,33.0,17.0,11.0,4.0,0,0
Doda,16,2732.0,57.0,4.0,0,0,0,0,0
Ramban,17,1489.0,14.0,1.0,0,0,0,0,0
Reasi,20,2891.0,92.0,24.0,9.0,6.0,4.0,0,0
Jaisalmer,114,49482.0,792.0,47.0,21.0,11.0,5.0,8.0,2.0
Jodhpur,113,28399.0,955.0,201.0,76.0,51.0,41.0,39.0,112.0
Nagaur,112,22070.0,664.0,198.0,94.0,51.0,27.0,21.0,8.0
Barmer,115,35826.0,839.0,70.0,27.0,19.0,16.0,14.0,4.0
Pali,118,14983.0,793.0,108.0,35.0,25.0,17.0,12.0,10.0
Jalor,116,13530.0,215.0,42.0,22.0,10.0,2.0,0,0
Sirohi,117,5909.0,351.0,104.0,43.0,24.0,8.0,3.0,0
Udaipur,130,14189.0,712.0,108.0,47.0,25.0,27.0,29.0,57.0
Banas Kantha,469,12126.0,1168.0,74.0,38.0,26.0,10.0,5.0,0
Kachchh,468,51637.0,1504.0,201.0,95.0,73.0,56.0,48.0,54.0
Jamnagar,477,11568.0,1456.0,271.0,110.0,60.0,58.0,65.0,98.0
Porbandar,478,2026.0,604.0,70.0,29.0,20.0,8.0,10.0,13.0
Rajkot,476,10372.0,2944.0,340.0,133.0,105.0,66.0,60.0,84.0
Junagadh,479,4701.0,4260.0,359.0,102.0,60.0,40.0,35.0,28.0
Amreli,480,7966.0,1526.0,224.0,81.0,44.0,37.0,11.0,2.0
Surendranagar,475,11340.0,1677.0,123.0,65.0,37.0,28.0,19.0,12.0
Bhavnagar,481,7890.0,2037.0,280.0,122.0,66.0,52.0,31.0,43.0
Ahmadabad,474,7619.0,1524.0,335.0,188.0,92.0,58.0,41.0,245.0
Patan,470,6742.0,359.0,47.0,29.0,23.0,7.0,0,0
Mahesana,471,2758.0,2215.0,327.0,138.0,74.0,32.0,17.0,2.0
Gandhinagar,473,311.0,1663.0,379.0,151.0,64.0,47.0,37.0,53.0
Sabar Kantha,472,7487.0,1482.0,87.0,32.0,17.0,10.0,7.0,0
Dungarpur,124,4633.0,109.0,30.0,18.0,6.0,2.0,0,0
Kheda,483,3488.0,1353.0,133.0,26.0,16.0,8.0,10.0,7.0
Panch Mahals,484,5990.0,364.0,91.0,44.0,14.0,10.0,6.0,0
Vadodara,486,7043.0,1466.0,363.0,117.0,65.0,35.0,42.0,130.0
Anand,482,1818.0,1587.0,152.0,63.0,23.0,13.0,19.0,4.0
Bharuch,488,3145.0,2212.0,456.0,265.0,191.0,111.0,101.0,104.0
Narmada,487,2971.0,154.0,18.0,0,0,0,0,0
Nandurbar,497,6776.0,474.0,41.0,17.0,15.0,6.0,3.0,0
Alirajpur,465,4050.0,66.0,11.0,8.0,2.0,0,0,0
Jhabua,464,4165.0,152.0,13.0,10.0,7.0,4.0,0,0
Dohad,485,4318.0,114.0,14.0,11.0,6.0,6.0,2.0,0
Banswara,125,5501.0,151.0,22.0,10.0,9.0,9.0,6.0,2.0
Ratlam,434,5530.0,467.0,54.0,25.0,20.0,17.0,15.0,11.0
Dhar,438,9425.0,624.0,126.0,36.0,29.0,14.0,18.0,1.0
Barwani,441,6493.0,264.0,28.0,19.0,12.0,6.0,2.0,0
West Nimar,440,9319.0,474.0,105.0,31.0,18.0,8.0,3.0,0
Indore,439,3058.0,1058.0,209.0,90.0,64.0,61.0,47.0,125.0
East Nimar,466,9000.0,192.0,30.0,15.0,10.0,9.0,12.0,3.0
Dewas,437,7859.0,476.0,60.0,21.0,22.0,13.0,17.0,16.0
Ujjain,435,6941.0,547.0,104.0,51.0,22.0,26.0,23.0,31.0
Sehore,445,7760.0,223.0,44.0,27.0,13.0,15.0,7.0,2.0
Shajapur,436,7047.0,828.0,86.0,32.0,19.0,6.0,4.0,0
Rajgarh,442,6885.0,705.0,109.0,49.0,22.0,4.0,0,0
Mandsaur,433,6558.0,547.0,63.0,15.0,10.0,9.0,10.0,4.0
Pratapgarh,131,5385.0,77.0,19.0,12.0,2.0,0.0,2.0,0.0
Jhalawar,129,7521.0,371.0,55.0,30.0,21.0,7.0,4.0,0
Kota,127,5758.0,737.0,213.0,98.0,75.0,42.0,32.0,68.0
Baran,128,8387.0,250.0,68.0,34.0,14.0,8.0,6.0,1.0
Chittaurgarh,126,9041.0,476.0,125.0,58.0,34.0,34.0,16.0,7.0
Neemuch,432,4700.0,482.0,70.0,30.0,8.0,10.0,8.0,5.0
Rajsamand,123,5359.0,551.0,157.0,68.0,26.0,4.0,0,0
Bhilwara,122,12768.0,589.0,73.0,23.0,21.0,14.0,10.0,18.0
Ajmer,119,9706.0,857.0,192.0,102.0,70.0,37.0,45.0,69.0
Jaipur,110,10543.0,2792.0,540.0,208.0,108.0,72.0,47.0,214.0
Tonk,120,9100.0,214.0,49.0,26.0,19.0,6.0,7.0,4.0
Dausa,109,4086.0,326.0,62.0,41.0,15.0,11.0,6.0,0
Sawai Madhopur,108,6309.0,114.0,33.0,28.0,18.0,16.0,6.0,0
Bundi,121,6648.0,416.0,75.0,27.0,10.0,13.0,11.0,4.0
Sheopur,418,8399.0,44.0,15.0,8.0,8.0,5.0,0,0
Shivpuri,423,13202.0,222.0,39.0,14.0,10.0,10.0,9.0,3.0
Guna,458,7358.0,454.0,86.0,29.0,25.0,19.0,17.0,6.0
Gwalior,421,6011.0,429.0,101.0,53.0,34.0,34.0,29.0,62.0
Morena,419,6095.0,255.0,81.0,24.0,12.0,9.0,8.0,4.0
Dhaulpur,106,3781.0,114.0,22.0,12.0,8.0,9.0,4.0,0
Karauli,107,6211.0,160.0,26.0,17.0,16.0,8.0,2.0,0
Bharatpur,105,6101.0,373.0,82.0,33.0,11.0,13.0,10.0,10.0
Mathura,145,3378.0,602.0,171.0,80.0,48.0,60.0,28.0,43.0
Mahamaya Nagar,144,2078.0,170.0,28.0,17.0,9.0,9.0,7.0,1.0
Agra,146,4113.0,728.0,135.0,56.0,40.0,32.0,34.0,84.0
Bhind,420,5512.0,194.0,53.0,17.0,16.0,13.0,5.0,0
Firozabad,147,2696.0,268.0,85.0,32.0,28.0,13.0,7.0,4.0
Etah,201,3194.0,68.0,17.0,7.0,12.0,4.0,0,0
Kansiram Nagar,202,2505.0,53.0,14.0,8.0,2.0,0,0,0
Shahjahanpur,152,5852.0,150.0,49.0,31.0,14.0,11.0,12.0,4.0
Farrukhabad,159,2684.0,91.0,23.0,20.0,12.0,12.0,4.0,0
Mainpuri,148,3400.0,96.0,21.0,14.0,9.0,0,0,0
Etawah,161,2885.0,98.0,21.0,9.0,11.0,9.0,3.0,0
Kannauj,160,2609.0,75.0,17.0,7.0,1.0,0,0,0
Auraiya,162,2312.0,164.0,51.0,25.0,14.0,21.0,22.0,10.0
Jalaun,165,5687.0,162.0,48.0,14.0,11.0,6.0,7.0,2.0
Datia,422,2247.0,133.0,29.0,9.0,12.0,5.0,6.0,1.0
Tikamgarh,424,6112.0,317.0,44.0,12.0,10.0,8.0,2.0,0
Jhansi,166,5910.0,412.0,99.0,41.0,20.0,20.0,20.0,25.0
Lalitpur,167,6327.0,104.0,19.0,12.0,8.0,6.0,0,0
Hamirpur,168,5355.0,117.0,34.0,4.0,0,0,0,0
Mahoba,169,3560.0,119.0,21.0,6.0,0,0,0,0
Chhatarpur,425,10659.0,320.0,78.0,35.0,18.0,13.0,11.0,4.0
