1	2
2	2
3	2
4	2
5	0
6	0
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	0
16	2
17	0
18	0
19	0
20	0
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	2
31	2
32	2
33	2
34	2
35	2
36	2
37	2
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	0
57	2
58	2
59	2
60	2
61	2
62	2
63	0
64	0
65	0
66	2
67	0
68	0
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	0
85	2
86	2
87	0
88	2
89	0
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	0
100	0
101	1
102	0
103	0
104	0
105	0
106	1
107	1
108	1
109	0
110	0
111	0
112	0
113	1
114	1
115	3
116	1
117	0
118	0
119	0
120	1
121	1
122	0
123	0
124	1
125	3
126	0
127	0
128	0
129	0
130	1
131	1
132	0
133	1
134	1
135	3
136	3
137	3
138	0
139	0
140	0
141	0
142	1
143	1
144	1
145	0
146	0
147	1
148	3
149	3
150	3
151	3
152	3
153	3
154	3
155	3
156	3
157	1
158	1
159	3
160	3
161	1
162	3
163	3
164	3
165	1
166	1
167	1
168	3
169	3
170	3
171	3
172	3
173	1
174	3
175	1
176	3
177	3
178	3
179	1
180	3
181	3
182	3
183	3
184	3
185	3
186	1
187	3
188	1
189	3
190	1
191	3
192	1
193	3
194	3
195	3
196	1
197	1
198	1
199	1
200	3
201	3
202	3
203	3
204	3
205	3
206	3
207	3
208	3
209	3
210	3
211	3
212	3
213	3
214	3
215	3
216	3
217	3
218	3
219	3
220	3
221	3
222	3
223	3
224	1
225	3
226	1
227	3
228	3
229	3
230	1
231	3
232	3
233	3
234	3
235	3
236	3
237	3
238	3
239	3
240	3
241	0
242	2
243	2
244	2
245	2
246	0
247	3
248	0
249	3
250	1
251	0
252	2
253	0
254	0
255	1
256	3
257	1
258	1
259	1
260	0
261	1
262	2
263	2
264	1
265	2
266	2
267	0
268	1
269	2
270	2
271	0
272	0
273	1
274	1
275	0
276	0
277	0
278	0
279	3
280	1
281	0
282	0
283	2
284	2
285	2
286	0
287	1
288	1
289	0
290	0
291	1
292	0
293	1
294	1
295	1
296	1
297	0
298	0
299	1
300	3
301	3
302	1
303	3
304	3
305	1
306	3
307	3
308	3
309	1
310	1
311	1
312	1
313	3
314	3
315	3
316	3
317	3
318	1
319	3
320	3
321	1
322	1
323	1
324	3
325	3
326	3
327	0
328	1
329	3
330	1
331	1
332	1
333	1
334	1
335	1
336	1
337	0
338	0
339	1
340	1
341	0
342	2
343	1
344	1
345	1
346	3
347	3
348	1
349	3
350	1
351	3
352	3
353	3
354	0
355	1
356	3
357	0
358	3
359	3
360	1
361	0
362	3
363	3
364	1
365	3
366	3
367	3
368	1
369	0
370	1
371	1
372	1
373	3
374	3
375	3
376	3
377	0
378	1
379	1
380	1
381	1
382	1
383	1
384	1
385	1
386	0
387	1
388	1
389	1
390	3
391	3
392	3
393	3
394	3
395	3
396	3
397	3
398	3
399	3
400	1
401	1
402	1
403	0
404	0
405	2
406	2
407	2
408	2
409	2
410	0
411	0
412	2
413	0
414	1
415	3
416	1
417	3
418	1
419	3
420	1
421	0
422	0
423	1
424	1
425	1
426	3
427	0
428	1
429	1
430	1
431	1
432	0
433	0
434	0
435	0
436	0
437	2
438	0
439	2
440	2
441	0
442	0
443	1
444	0
445	2
446	0
447	0
448	2
449	0
450	1
451	2
452	0
453	1
454	1
455	0
456	0
457	0
458	1
459	1
460	1
461	1
462	1
463	3
464	0
465	0
466	0
467	0
468	2
469	0
470	0
471	2
472	2
473	2
474	2
475	2
476	2
477	2
478	2
479	2
480	2
481	2
482	2
483	0
484	2
485	0
486	0
487	2
488	2
489	0
490	2
491	2
492	2
493	0
494	2
495	2
496	2
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	1
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	2
519	2
520	2
521	0
522	0
523	0
524	0
525	0
526	0
527	2
528	2
529	2
530	2
531	0
532	0
533	2
534	2
535	2
536	2
537	2
538	2
539	2
540	2
541	0
542	2
543	0
544	0
545	0
546	2
547	2
548	2
549	2
550	2
551	2
552	2
553	2
554	2
555	2
556	2
557	0
558	2
559	2
560	2
561	2
562	2
563	2
564	2
565	2
566	2
567	2
568	2
569	2
570	2
571	2
572	2
573	2
574	2
575	2
576	0
577	2
578	2
579	2
580	0
581	2
582	2
583	2
584	2
585	2
586	2
587	2
588	2
589	2
590	0
591	2
592	2
593	2
594	2
595	2
596	2
597	2
598	2
599	2
600	2
601	2
602	2
603	2
604	2
605	2
606	2
607	2
608	2
609	2
610	2
611	2
612	2
613	2
614	2
615	2
616	2
617	2
618	2
619	2
620	2
621	2
622	2
623	2
624	2
625	2
626	2
627	2
628	2
629	2
630	2
631	2
632	2
633	2
634	2
635	2
636	2
637	2
638	0
639	1
640	0
