DISTRICT	DT_CEN_CD	ST_CEN_CD	ST_NM	avg_lights_x_pct	avg_vis	censuscode	cf_cvg	stable_lights
Tikamgarh	7	23	Madhya Pradesh	4.65E+09	2.47E+10	424	3.45E+11	1.90E+10
Jhansi	35	9	Uttar Pradesh	8.84E+09	2.67E+10	166	3.51E+11	1.74E+10
Lalitpur	36	9	Uttar Pradesh	1.83E+09	1.90E+10	167	3.34E+11	4.04E+09
Hamirpur	37	9	Uttar Pradesh	1.94E+09	1.67E+10	168	2.87E+11	6.29E+09
Mahoba	38	9	Uttar Pradesh	1.60E+09	1.15E+10	169	1.90E+11	4.24E+09
Chhatarpur	8	23	Madhya Pradesh	6.99E+09	3.86E+10	425	5.75E+11	2.19E+10
Sagar	10	23	Madhya Pradesh	1.06E+10	4.87E+10	427	6.80E+11	2.79E+10
Damoh	11	23	Madhya Pradesh	4.75E+09	3.13E+10	428	4.94E+11	1.47E+10
Raisen	29	23	Madhya Pradesh	7.94E+09	3.96E+10	446	5.48E+11	2.01E+10
Vidisha	26	23	Madhya Pradesh	4.94E+09	3.13E+10	443	4.67E+11	1.03E+10
Ashoknagar	42	23	Madhya Pradesh	2.29E+09	1.95E+10	459	2.99E+11	7.69E+09
Bhopal	27	23	Madhya Pradesh	1.76E+10	2.75E+10	444	1.80E+11	2.56E+10
Harda	31	23	Madhya Pradesh	3.85E+09	1.69E+10	448	2.20E+11	1.19E+10
Hoshangabad	32	23	Madhya Pradesh	1.08E+10	3.63E+10	449	4.25E+11	2.48E+10
Betul	30	23	Madhya Pradesh	6.85E+09	4.42E+10	447	6.55E+11	1.46E+10
Chhindwara	38	23	Madhya Pradesh	1.03E+10	5.58E+10	455	7.58E+11	2.84E+10
Narsimhapur	35	23	Madhya Pradesh	1.04E+10	3.10E+10	452	3.28E+11	2.60E+10
Jabalpur	34	23	Madhya Pradesh	1.94E+10	3.77E+10	451	3.32E+11	3.17E+10
Seoni	39	23	Madhya Pradesh	3.53E+09	3.61E+10	456	5.79E+11	1.08E+10
Mandla	37	23	Madhya Pradesh	3.13E+09	2.88E+10	454	4.88E+11	5.10E+09
Balaghat	40	23	Madhya Pradesh	5.79E+09	3.93E+10	457	6.03E+11	1.37E+10
Dindori	36	23	Madhya Pradesh	1.40E+09	1.95E+10	453	3.65E+11	6.88E+08
Katni	33	23	Madhya Pradesh	6.26E+09	2.49E+10	450	3.24E+11	1.42E+10
Umaria	14	23	Madhya Pradesh	2.46E+09	1.77E+10	431	2.94E+11	4.40E+09
Panna	9	23	Madhya Pradesh	2.10E+09	2.61E+10	426	4.55E+11	5.16E+09
Satna	12	23	Madhya Pradesh	9.78E+09	3.69E+10	429	4.69E+11	2.54E+10
Banda	39	9	Uttar Pradesh	2.28E+09	1.77E+10	170	2.92E+11	5.87E+09
Chitrakoot	40	9	Uttar Pradesh	1.45E+09	1.18E+10	171	1.89E+11	3.71E+09
Shahdol	43	23	Madhya Pradesh	4.34E+09	2.34E+10	460	3.49E+11	7.07E+09
Sidhi	45	23	Madhya Pradesh	2.29E+09	1.91E+10	462	2.87E+11	6.84E+09
Rewa	13	23	Madhya Pradesh	6.57E+09	2.97E+10	430	3.81E+11	1.94E+10
Kaushambi	43	9	Uttar Pradesh	3.90E+09	1.13E+10	174	1.24E+11	9.37E+09
Allahabad	44	9	Uttar Pradesh	1.68E+10	3.51E+10	175	3.39E+11	2.97E+10
Sant Ravi Das Nagar(bhadohi)	67	9	Uttar Pradesh	3.66E+09	7.06E+09	198	6.79E+10	7.02E+09
Mirzapur	68	9	Uttar Pradesh	5.57E+09	2.08E+10	199	2.95E+11	1.16E+10
Singrauli	46	23	Madhya Pradesh	1.05E+10	2.95E+10	463	3.78E+11	1.37E+10
Koriya	1	22	Chhattisgarh	5.60E+09	2.69E+10	400	3.98E+11	6.21E+09
Anuppur	44	23	Madhya Pradesh	5.10E+09	1.76E+10	461	2.29E+11	8.11E+09
Kabeerdham	8	22	Chhattisgarh	1.45E+09	1.61E+10	407	2.74E+11	1.96E+09
Bilaspur	7	22	Chhattisgarh	8.96E+09	3.86E+10	406	4.96E+11	1.65E+10
Korba	5	22	Chhattisgarh	1.32E+10	3.48E+10	404	3.88E+11	1.61E+10
Surguja	2	22	Chhattisgarh	5.95E+09	5.72E+10	401	1.00E+12	7.75E+09
Sonbhadra	69	9	Uttar Pradesh	1.19E+10	3.36E+10	200	4.56E+11	1.54E+10
Garhwa	1	20	Jharkhand	5.50E+08	1.33E+10	346	2.71E+11	1.08E+09
Jashpur	3	22	Chhattisgarh	1.38E+09	1.98E+10	402	3.75E+11	1.31E+09
Raigarh	4	22	Chhattisgarh	4.88E+09	2.96E+10	403	4.44E+11	1.05E+10
Gumla	21	20	Jharkhand	5.52E+08	1.70E+10	366	3.44E+11	6.09E+08
Simdega	22	20	Jharkhand	3.00E+08	1.19E+10	367	2.40E+11	4.70E+08
Sundargarh	5	21	Odisha	1.33E+10	4.58E+10	374	6.08E+11	1.99E+10
Ranchi	19	20	Jharkhand	8.77E+09	2.44E+10	364	2.91E+11	1.28E+10
Lohardaga	11	20	Jharkhand	3.27E+08	5.04E+09	356	9.35E+10	6.02E+08
Latehar	14	20	Jharkhand	3.67E+08	1.34E+10	359	2.66E+11	3.99E+08
Chatra	2	20	Jharkhand	8.44E+08	1.22E+10	347	2.22E+11	1.23E+09
Palamu	13	20	Jharkhand	9.13E+08	1.46E+10	358	2.79E+11	1.47E+09
Rohtas	32	10	Bihar	3.01E+09	1.61E+10	234	2.49E+11	6.42E+09
Kaimur (bhabua)	31	10	Bihar	1.37E+09	1.28E+10	233	2.18E+11	4.48E+09
Aurangabad	33	10	Bihar	1.04E+09	1.17E+10	235	2.05E+11	2.69E+09
Gaya	34	10	Bihar	3.18E+09	1.89E+10	236	2.89E+11	5.48E+09
Bhojpur	29	10	Bihar	9.63E+08	8.73E+09	231	1.40E+11	2.31E+09
Arwal	38	10	Bihar	1.91E+07	2.12E+09	240	3.88E+10	5.23E+07
Jehanabad	37	10	Bihar	4.12E+08	3.62E+09	239	5.41E+10	1.32E+09
Patna	28	10	Bihar	1.29E+10	2.29E+10	230	1.90E+11	1.73E+10
Buxar	30	10	Bihar	7.23E+08	6.57E+09	232	1.06E+11	2.31E+09
Ghazipur	64	9	Uttar Pradesh	2.67E+09	1.48E+10	195	2.20E+11	9.55E+09
Chandauli	65	9	Uttar Pradesh	4.63E+09	1.32E+10	196	1.67E+11	8.84E+09
Varanasi	66	9	Uttar Pradesh	1.49E+10	1.90E+10	197	1.05E+11	1.90E+10
Jaunpur	63	9	Uttar Pradesh	4.00E+09	1.86E+10	194	2.80E+11	1.11E+10
Pratapgarh	42	9	Uttar Pradesh	4.14E+09	1.81E+10	173	2.45E+11	1.49E+10
Azamgarh	60	9	Uttar Pradesh	3.62E+09	1.90E+10	191	2.85E+11	9.99E+09
Ambedkar Nagar	47	9	Uttar Pradesh	2.53E+09	1.10E+10	178	1.52E+11	8.32E+09
Sultanpur	48	9	Uttar Pradesh	4.33E+09	2.04E+10	179	3.03E+11	1.43E+10
Faizabad	46	9	Uttar Pradesh	7.62E+09	1.70E+10	177	1.85E+11	1.53E+10
Basti	54	9	Uttar Pradesh	3.33E+09	1.37E+10	185	1.93E+11	8.24E+09
Gonda	52	9	Uttar Pradesh	3.71E+09	1.78E+10	183	2.76E+11	9.46E+09
Sant Kabir Nagar	55	9	Uttar Pradesh	1.63E+09	7.29E+09	186	1.03E+11	4.80E+09
Gorakhpur	57	9	Uttar Pradesh	1.11E+10	2.24E+10	188	2.15E+11	1.92E+10
Maharajganj	56	9	Uttar Pradesh	1.53E+09	1.14E+10	187	1.87E+11	2.96E+09
Kushinagar	58	9	Uttar Pradesh	2.34E+09	1.23E+10	189	1.81E+11	6.40E+09
Deoria	59	9	Uttar Pradesh	2.99E+09	1.20E+10	190	1.64E+11	7.71E+09
Mau	61	9	Uttar Pradesh	3.56E+09	9.55E+09	192	1.10E+11	8.59E+09
Ballia	62	9	Uttar Pradesh	2.53E+09	1.31E+10	193	1.86E+11	8.38E+09
Siwan	16	10	Bihar	6.98E+08	8.48E+09	218	1.36E+11	2.27E+09
Saran (chhapra)	17	10	Bihar	2.26E+09	1.15E+10	219	1.52E+11	4.97E+09
Muzaffarpur	14	10	Bihar	3.62E+09	1.47E+10	216	1.96E+11	7.49E+09
Gopalganj	15	10	Bihar	7.31E+08	8.03E+09	217	1.25E+11	2.63E+09
Purba Champaran	2	10	Bihar	1.58E+09	1.53E+10	204	2.42E+11	3.24E+09
Pashchim Champaran	1	10	Bihar	1.59E+09	1.81E+10	203	3.14E+11	2.30E+09
Siddharth Nagar	53	9	Uttar Pradesh	1.10E+09	1.04E+10	184	1.94E+11	2.45E+09
Balrampur	51	9	Uttar Pradesh	1.67E+09	1.23E+10	182	2.29E+11	2.66E+09
Shrawasti	50	9	Uttar Pradesh	2.91E+08	8.43E+09	181	1.74E+11	1.27E+09
Bahraich	49	9	Uttar Pradesh	2.39E+09	1.64E+10	180	2.91E+11	5.09E+09
Kheri	22	9	Uttar Pradesh	3.89E+09	2.98E+10	153	4.81E+11	1.00E+10
Sitapur	23	9	Uttar Pradesh	3.57E+09	2.31E+10	154	3.61E+11	9.18E+09
Bara Banki	45	9	Uttar Pradesh	3.12E+09	1.67E+10	176	2.49E+11	1.04E+10
Lucknow	26	9	Uttar Pradesh	2.32E+10	3.11E+10	157	1.67E+11	3.08E+10
Hardoi	24	9	Uttar Pradesh	5.86E+09	2.75E+10	155	3.85E+11	1.70E+10
Rae Bareli	27	9	Uttar Pradesh	5.78E+09	2.28E+10	158	2.86E+11	1.75E+10
Fatehpur	41	9	Uttar Pradesh	2.86E+09	1.73E+10	172	2.66E+11	8.18E+09
Unnao	25	9	Uttar Pradesh	5.40E+09	2.17E+10	156	3.03E+11	1.31E+10
Kanpur Nagar	33	9	Uttar Pradesh	1.62E+10	2.59E+10	164	1.92E+11	2.20E+10
Kanpur Dehat	32	9	Uttar Pradesh	2.17E+09	1.38E+10	163	2.15E+11	8.08E+09
Pilibhit	20	9	Uttar Pradesh	1.82E+09	1.37E+10	151	2.16E+11	2.92E+09
Bageshwar	8	5	Uttarakhand	4.58E+08	8.04E+09	63	1.34E+11	1.26E+09
Champawat	10	5	Uttarakhand	7.21E+07	5.14E+09	65	9.22E+10	2.01E+08
Pithoragarh	7	5	Uttarakhand	1.36E+09	2.52E+10	62	4.23E+11	1.49E+09
North	1	11	Sikkim	2.30E+08	1.45E+10	241	2.71E+11	1.79E+07
East	4	11	Sikkim	5.84E+08	3.92E+09	244	5.84E+10	1.66E+09
Jalpaiguri	2	19	West Bengal	1.00E+10	3.19E+10	328	3.98E+11	1.93E+10
Koch Bihar	3	19	West Bengal	3.09E+09	1.53E+10	329	2.17E+11	7.73E+09
Darjiling	1	19	West Bengal	7.39E+09	1.81E+10	327	1.94E+11	1.18E+10
South	3	11	Sikkim	2.46E+08	2.99E+09	243	4.46E+10	9.24E+08
West	2	11	Sikkim	2.11E+08	4.39E+09	242	6.93E+10	8.34E+08
Kishanganj	8	10	Bihar	6.82E+08	6.81E+09	210	1.15E+11	1.34E+09
Uttar Dinajpur	4	19	West Bengal	3.42E+09	1.49E+10	330	1.83E+11	8.73E+09
Purnia	9	10	Bihar	2.60E+09	1.34E+10	211	1.90E+11	5.54E+09
Katihar	10	10	Bihar	1.61E+09	1.17E+10	212	1.77E+11	3.88E+09
Araria	7	10	Bihar	9.57E+08	1.01E+10	209	1.69E+11	1.80E+09
Madhubani	5	10	Bihar	1.13E+09	1.33E+10	207	2.19E+11	3.33E+09
Sitamarhi	4	10	Bihar	1.08E+09	9.11E+09	206	1.45E+11	1.86E+09
Darbhanga	13	10	Bihar	2.18E+09	1.01E+10	215	1.45E+11	4.86E+09
Sheohar	3	10	Bihar	5.76E+07	1.06E+09	205	1.77E+10	1.23E+08
Vaishali	18	10	Bihar	2.16E+09	9.30E+09	220	1.18E+11	5.46E+09
Samastipur	19	10	Bihar	1.62E+09	1.15E+10	221	1.76E+11	4.51E+09
Begusarai	20	10	Bihar	4.43E+09	1.07E+10	222	1.21E+11	6.83E+09
Khagaria	21	10	Bihar	8.13E+08	5.60E+09	223	9.29E+10	1.74E+09
Saharsa	12	10	Bihar	8.40E+08	6.36E+09	214	1.03E+11	1.92E+09
Supaul	6	10	Bihar	7.31E+08	8.87E+09	208	1.48E+11	2.18E+09
Madhepura	11	10	Bihar	6.33E+08	6.86E+09	213	1.10E+11	1.70E+09
Bhagalpur	22	10	Bihar	5.14E+09	1.36E+10	224	1.55E+11	8.93E+09
Sahibganj	7	20	Jharkhand	6.24E+08	7.50E+09	352	1.25E+11	1.16E+09
Godda	6	20	Jharkhand	1.65E+09	8.91E+09	351	1.29E+11	3.65E+09
Banka	23	10	Bihar	4.02E+08	1.04E+10	225	1.87E+11	1.30E+09
Pakur	8	20	Jharkhand	4.12E+08	6.11E+09	353	9.94E+10	1.03E+09
Dumka	17	20	Jharkhand	5.56E+08	1.22E+10	362	2.10E+11	1.19E+09
Jamtara	18	20	Jharkhand	1.19E+09	7.11E+09	363	9.98E+10	2.61E+09
Deoghar	5	20	Jharkhand	2.66E+09	1.05E+10	350	1.44E+11	4.32E+09
Jamui	36	10	Bihar	6.52E+08	1.02E+10	238	1.86E+11	1.58E+09
Giridih	4	20	Jharkhand	2.00E+09	1.75E+10	349	3.01E+11	3.57E+09
Munger	24	10	Bihar	2.22E+09	6.73E+09	226	9.00E+10	3.34E+09
Lakhisarai	25	10	Bihar	6.86E+08	4.70E+09	227	7.79E+10	1.47E+09
Sheikhpura	26	10	Bihar	4.02E+08	2.55E+09	228	4.00E+10	1.11E+09
Nawada	35	10	Bihar	6.95E+08	8.77E+09	237	1.46E+11	2.08E+09
Nalanda	27	10	Bihar	1.85E+09	9.67E+09	229	1.41E+11	4.54E+09
Kodarma	3	20	Jharkhand	9.71E+08	8.97E+09	348	1.46E+11	2.55E+09
Hazaribagh	15	20	Jharkhand	3.10E+09	1.47E+10	360	2.10E+11	5.90E+09
Dhanbad	9	20	Jharkhand	2.36E+10	2.86E+10	354	1.19E+11	2.70E+10
Bokaro	10	20	Jharkhand	1.49E+10	2.33E+10	355	1.59E+11	1.95E+10
Puruliya	14	19	West Bengal	6.65E+09	2.83E+10	340	3.52E+11	1.63E+10
Ramgarh	16	20	Jharkhand	8.47E+09	1.22E+10	361	7.65E+10	1.06E+10
Khunti	20	20	Jharkhand	3.61E+08	8.76E+09	365	1.63E+11	7.33E+08
Pashchimi Singhbhum	23	20	Jharkhand	3.39E+09	2.60E+10	368	4.20E+11	4.60E+09
Saraikela-kharsawan	24	20	Jharkhand	4.62E+09	1.33E+10	369	1.55E+11	7.26E+09
Purbi Singhbhum	12	20	Jharkhand	9.86E+09	2.12E+10	357	2.10E+11	1.38E+10
Pashchim Medinipur	18	19	West Bengal	1.09E+10	4.34E+10	344	5.46E+11	2.60E+10
Bankura	13	19	West Bengal	1.19E+10	3.70E+10	339	3.90E+11	2.99E+10
Barddhaman	9	19	West Bengal	4.82E+10	6.96E+10	335	3.86E+11	6.86E+10
Birbhum	8	19	West Bengal	1.13E+10	2.79E+10	334	2.48E+11	2.63E+10
Hugli	12	19	West Bengal	2.50E+10	3.36E+10	338	1.76E+11	3.33E+10
Haora	15	19	West Bengal	1.55E+10	1.94E+10	341	8.00E+10	1.93E+10
North 24 Parganas	11	19	West Bengal	2.94E+10	4.63E+10	337	3.24E+11	3.72E+10
Nadia	10	19	West Bengal	1.61E+10	2.88E+10	336	2.20E+11	2.68E+10
Kolkata	16	19	West Bengal	5.76E+09	5.76E+09	342	5.01E+09	5.76E+09
South 24 Parganas	17	19	West Bengal	2.60E+10	4.28E+10	343	3.22E+11	3.43E+10
Murshidabad	7	19	West Bengal	1.02E+10	2.92E+10	333	2.89E+11	2.38E+10
Maldah	6	19	West Bengal	5.06E+09	1.79E+10	332	2.04E+11	1.20E+10
Dakshin Dinajpur	5	19	West Bengal	1.38E+09	8.97E+09	331	1.25E+11	3.72E+09
Purba Medinipur	19	19	West Bengal	1.04E+10	2.46E+10	345	2.36E+11	2.02E+10
Ganjam	19	21	Odisha	1.06E+10	3.91E+10	388	5.35E+11	2.27E+10
Puri	18	21	Odisha	4.86E+09	1.68E+10	387	2.41E+11	1.08E+10
Khordha	17	21	Odisha	1.25E+10	2.10E+10	386	1.78E+11	1.78E+10
Nayagarh	16	21	Odisha	1.37E+09	1.41E+10	385	2.35E+11	3.32E+09
Cuttack	12	21	Odisha	1.64E+10	2.86E+10	381	2.46E+11	2.46E+10
Dhenkanal	14	21	Odisha	4.66E+09	1.98E+10	383	2.73E+11	1.15E+10
Anugul	15	21	Odisha	1.59E+10	3.59E+10	384	3.89E+11	2.00E+10
Jajapur	13	21	Odisha	5.96E+09	1.61E+10	382	1.76E+11	1.43E+10
Kendujhar	6	21	Odisha	5.46E+09	3.24E+10	375	4.96E+11	1.17E+10
Kendrapara	10	21	Odisha	2.72E+09	1.14E+10	379	1.61E+11	8.24E+09
Jagatsinghapur	11	21	Odisha	6.35E+09	1.18E+10	380	1.18E+11	1.05E+10
Baleshwar	8	21	Odisha	7.23E+09	2.10E+10	377	2.43E+11	1.79E+10
Bhadrak	9	21	Odisha	2.81E+09	1.15E+10	378	1.57E+11	8.12E+09
Mayurbhanj	7	21	Odisha	4.73E+09	3.96E+10	376	6.05E+11	1.45E+10
Debagarh	4	21	Odisha	5.18E+08	9.41E+09	373	1.76E+11	5.34E+08
Sambalpur	3	21	Odisha	7.89E+09	3.00E+10	372	4.09E+11	1.14E+10
Jharsuguda	2	21	Odisha	8.04E+09	1.51E+10	371	1.30E+11	1.18E+10
Bargarh	1	21	Odisha	4.73E+09	2.51E+10	370	3.54E+11	9.66E+09
Subarnapur	23	21	Odisha	7.21E+08	8.94E+09	392	1.43E+11	1.63E+09
Balangir	24	21	Odisha	3.77E+09	2.64E+10	393	4.02E+11	6.20E+09
Bauda	22	21	Odisha	1.29E+09	1.13E+10	391	1.86E+11	7.24E+08
Kandhamal	21	21	Odisha	2.98E+09	2.81E+10	390	4.81E+11	1.48E+09
Gajapati	20	21	Odisha	1.43E+09	1.46E+10	389	2.57E+11	1.79E+09
Rayagada	27	21	Odisha	4.33E+09	2.89E+10	396	4.39E+11	3.93E+09
Kalahandi	26	21	Odisha	4.96E+09	3.21E+10	395	4.71E+11	5.52E+09
Nuapada	25	21	Odisha	1.32E+09	1.42E+10	394	2.37E+11	1.64E+09
Raipur	11	22	Chhattisgarh	1.89E+10	6.31E+10	410	7.72E+11	3.67E+10
Nabarangapur	28	21	Odisha	1.51E+09	1.92E+10	397	3.03E+11	2.19E+09
Mahasamund	12	22	Chhattisgarh	1.73E+09	1.82E+10	411	2.91E+11	3.75E+09
Janjgir-champa	6	22	Chhattisgarh	3.50E+09	1.85E+10	405	2.31E+11	1.18E+10
Durg	10	22	Chhattisgarh	2.04E+10	5.38E+10	409	5.56E+11	4.14E+10
Dhamtari	13	22	Chhattisgarh	2.62E+09	1.72E+10	412	2.58E+11	7.53E+09
Rajnandgaon	9	22	Chhattisgarh	4.74E+09	3.47E+10	408	5.20E+11	1.19E+10
Gondiya	11	27	Maharashtra	5.34E+09	2.71E+10	507	3.50E+11	1.70E+10
Nagpur	9	27	Maharashtra	3.50E+10	7.48E+10	505	6.14E+11	6.59E+10
Bhandara	10	27	Maharashtra	6.13E+09	2.24E+10	506	2.50E+11	1.87E+10
Garhchiroli	12	27	Maharashtra	9.85E+09	6.07E+10	508	9.13E+11	1.41E+10
Uttar Bastar Kanker	14	22	Chhattisgarh	3.63E+09	2.67E+10	413	4.51E+11	2.21E+09
Chandrapur	13	27	Maharashtra	1.96E+10	6.32E+10	509	7.09E+11	4.20E+10
Adilabad	1	28	Andhra Pradesh	2.29E+10	8.50E+10	532	1.01E+12	5.34E+10
Narayanpur	16	22	Chhattisgarh	3.01E+09	1.65E+10	415	2.64E+11	2.24E+08
Bijapur	18	22	Chhattisgarh	7.76E+09	3.64E+10	417	5.10E+11	4.09E+08
Bastar	15	22	Chhattisgarh	4.66E+09	3.91E+10	414	6.13E+11	3.26E+09
Koraput	29	21	Odisha	6.41E+09	3.63E+10	398	4.81E+11	8.36E+09
Dakshin Bastar Dantewada	17	22	Chhattisgarh	7.80E+09	3.75E+10	416	5.21E+11	3.43E+09
Malkangiri	30	21	Odisha	5.13E+09	2.49E+10	399	3.47E+11	2.59E+09
Visakhapatnam	13	28	Andhra Pradesh	2.85E+10	6.69E+10	544	6.90E+11	4.26E+10
East Godavari	14	28	Andhra Pradesh	3.42E+10	7.06E+10	545	6.72E+11	5.54E+10
Khammam	10	28	Andhra Pradesh	2.03E+10	8.14E+10	541	9.15E+11	4.66E+10
Warangal	9	28	Andhra Pradesh	1.93E+10	7.29E+10	540	7.39E+11	5.99E+10
Karimnagar	3	28	Andhra Pradesh	3.95E+10	8.87E+10	534	7.01E+11	8.28E+10
Krishna	16	28	Andhra Pradesh	2.58E+10	5.99E+10	547	5.03E+11	5.70E+10
Nalgonda	8	28	Andhra Pradesh	1.98E+10	8.16E+10	539	7.70E+11	7.49E+10
Guntur	17	28	Andhra Pradesh	2.50E+10	7.14E+10	548	6.51E+11	6.35E+10
Prakasam	18	28	Andhra Pradesh	1.32E+10	8.32E+10	549	9.68E+11	5.55E+10
West Godavari	15	28	Andhra Pradesh	1.71E+10	4.80E+10	546	4.44E+11	4.38E+10
Yanam	1	34	Puducherry	2.38E+08	3.46E+08	634	2.49E+09	3.46E+08
Vizianagaram	12	28	Andhra Pradesh	8.06E+09	2.97E+10	543	3.36E+11	2.42E+10
Srikakulam	11	28	Andhra Pradesh	1.10E+10	3.47E+10	542	4.17E+11	3.13E+10
Sri Potti Sriramulu Nellore	19	28	Andhra Pradesh	2.11E+10	7.36E+10	550	7.83E+11	6.49E+10
Y.s.r.	20	28	Andhra Pradesh	1.58E+10	7.51E+10	551	8.35E+11	5.18E+10
Chittoor	23	28	Andhra Pradesh	2.44E+10	9.00E+10	554	7.37E+11	8.30E+10
Thiruvallur	1	33	Tamil Nadu	3.83E+10	4.79E+10	602	1.80E+11	4.78E+10
Kancheepuram	3	33	Tamil Nadu	4.46E+10	6.05E+10	604	2.57E+11	6.05E+10
Chennai	2	33	Tamil Nadu	7.99E+09	7.99E+09	603	7.83E+09	7.99E+09
Vellore	4	33	Tamil Nadu	2.87E+10	5.32E+10	605	2.77E+11	5.19E+10
Tiruvannamalai	5	33	Tamil Nadu	8.97E+09	3.81E+10	606	2.78E+11	3.64E+10
Viluppuram	6	33	Tamil Nadu	1.93E+10	5.25E+10	607	3.27E+11	5.12E+10
Puducherry	2	34	Puducherry	6.31E+09	6.58E+09	635	1.52E+10	6.58E+09
Cuddalore	16	33	Tamil Nadu	2.76E+10	4.11E+10	617	1.80E+11	4.11E+10
Nagappattinam	17	33	Tamil Nadu	1.46E+10	2.42E+10	618	1.21E+11	2.39E+10
Ariyalur	15	33	Tamil Nadu	4.71E+09	1.42E+10	616	9.06E+10	1.42E+10
Thanjavur	19	33	Tamil Nadu	2.21E+10	3.51E+10	620	1.53E+11	3.50E+10
Karaikal	4	34	Puducherry	2.82E+09	2.94E+09	637	7.89E+09	2.94E+09
Thiruvarur	18	33	Tamil Nadu	1.23E+10	2.15E+10	619	1.08E+11	2.10E+10
Virudunagar	24	33	Tamil Nadu	1.46E+10	3.24E+10	625	1.82E+11	3.05E+10
Pudukkottai	20	33	Tamil Nadu	1.00E+10	3.20E+10	621	2.07E+11	3.18E+10
Ramanathapuram	25	33	Tamil Nadu	3.32E+09	2.04E+10	626	1.81E+11	1.81E+10
Sivaganga	21	33	Tamil Nadu	7.12E+09	2.58E+10	622	1.84E+11	2.45E+10
Tiruchirappalli	13	33	Tamil Nadu	2.01E+10	3.97E+10	614	1.92E+11	3.92E+10
Madurai	22	33	Tamil Nadu	1.71E+10	3.25E+10	623	1.40E+11	3.18E+10
Dindigul	11	33	Tamil Nadu	1.46E+10	4.12E+10	612	2.34E+11	3.70E+10
Thoothukkudi	26	33	Tamil Nadu	1.56E+10	3.37E+10	627	1.94E+11	3.09E+10
Tirunelveli	27	33	Tamil Nadu	2.97E+10	5.52E+10	628	2.51E+11	5.23E+10
Kollam	13	32	Kerala	1.61E+10	2.27E+10	600	9.08E+10	2.03E+10
Thiruvananthapuram	14	32	Kerala	2.19E+10	2.65E+10	601	8.05E+10	2.50E+10
Kanniyakumari	28	33	Tamil Nadu	1.40E+10	1.80E+10	629	6.39E+10	1.65E+10
Alappuzha	11	32	Kerala	1.49E+10	1.75E+10	598	4.80E+10	1.75E+10
Pathanamthitta	12	32	Kerala	7.08E+09	1.64E+10	599	8.81E+10	1.21E+10
Kottayam	10	32	Kerala	1.17E+10	1.96E+10	597	7.03E+10	1.95E+10
Idukki	9	32	Kerala	3.33E+09	2.44E+10	596	1.59E+11	1.62E+10
Theni	23	33	Tamil Nadu	5.89E+09	1.78E+10	624	1.01E+11	1.52E+10
Tiruppur	32	33	Tamil Nadu	2.51E+10	4.66E+10	633	2.01E+11	4.51E+10
Coimbatore	31	33	Tamil Nadu	3.96E+10	5.52E+10	632	1.78E+11	5.38E+10
Palakkad	6	32	Kerala	1.35E+10	3.09E+10	593	1.81E+11	2.64E+10
Thrissur	7	32	Kerala	1.94E+10	2.82E+10	594	1.21E+11	2.60E+10
Ernakulam	8	32	Kerala	3.30E+10	3.81E+10	595	7.75E+10	3.76E+10
Lakshadweep	1	31	Lakshadweep	7.89E+07	2.12E+09	587	3.67E+10	2.57E+08
Dakshina Kannada	21	29	Karnataka	1.29E+10	3.03E+10	575	2.25E+11	2.57E+10
Udupi	15	29	Karnataka	4.20E+09	1.93E+10	569	2.10E+11	1.44E+10
Kasaragod	1	32	Kerala	3.76E+09	1.14E+10	588	1.02E+11	1.02E+10
Kannur	2	32	Kerala	9.61E+09	2.04E+10	589	1.43E+11	1.84E+10
Mahe	3	34	Puducherry	1.97E+08	1.98E+08	636	4.95E+08	1.98E+08
Kozhikode	4	32	Kerala	9.58E+09	1.81E+10	591	1.06E+11	1.68E+10
Kodagu	22	29	Karnataka	1.08E+09	1.68E+10	576	1.85E+11	6.96E+09
Chikmagalur	16	29	Karnataka	3.50E+09	3.19E+10	570	3.69E+11	1.93E+10
Hassan	20	29	Karnataka	5.06E+09	3.48E+10	574	3.10E+11	3.12E+10
Mysore	23	29	Karnataka	1.47E+10	4.10E+10	577	2.65E+11	3.56E+10
Tumkur	17	29	Karnataka	1.03E+10	6.01E+10	571	5.10E+11	5.69E+10
Mandya	19	29	Karnataka	1.18E+10	3.41E+10	573	2.06E+11	3.28E+10
Wayanad	3	32	Kerala	1.72E+09	1.06E+10	590	8.95E+10	7.81E+09
Chamrajnagar	24	29	Karnataka	3.69E+09	2.64E+10	578	2.17E+11	1.58E+10
The Nilgiris	10	33	Tamil Nadu	4.61E+09	1.48E+10	611	7.84E+10	1.10E+10
Malappuram	5	32	Kerala	9.29E+09	2.28E+10	592	1.57E+11	1.97E+10
Erode	9	33	Tamil Nadu	2.60E+10	4.57E+10	610	2.15E+11	3.84E+10
Namakkal	8	33	Tamil Nadu	2.26E+10	3.45E+10	609	1.37E+11	3.43E+10
Salem	7	33	Tamil Nadu	3.77E+10	5.50E+10	608	2.12E+11	5.36E+10
Karur	12	33	Tamil Nadu	8.33E+09	2.20E+10	613	1.17E+11	2.18E+10
Perambalur	14	33	Tamil Nadu	1.84E+09	1.05E+10	615	7.76E+10	1.05E+10
Dharmapuri	29	33	Tamil Nadu	5.69E+09	2.58E+10	630	1.84E+11	2.17E+10
Krishnagiri	30	33	Tamil Nadu	8.36E+09	3.04E+10	631	2.06E+11	2.54E+10
