DISTRICT	DT_CEN_CD	ST_CEN_CD	ST_NM	avg_lights_x_pct	avg_vis	censuscode	cf_cvg	stable_lights
Kolar	27	29	Karnataka	1.06E+10	3.00E+10	581	1.70E+11	2.98E+10
Bangalore Rural	29	29	Karnataka	1.32E+10	2.27E+10	583	1.06E+11	2.27E+10
Chikkaballapura	28	29	Karnataka	5.37E+09	2.53E+10	582	1.97E+11	2.43E+10
Bangalore	18	29	Karnataka	6.14E+10	6.40E+10	572	9.35E+10	6.40E+10
Ramanagara	30	29	Karnataka	9.39E+09	2.51E+10	584	1.40E+11	2.37E+10
Anantapur	22	28	Andhra Pradesh	1.69E+10	9.79E+10	553	9.85E+11	8.07E+10
Chitradurga	12	29	Karnataka	4.88E+09	4.10E+10	566	4.50E+11	3.42E+10
Davanagere	13	29	Karnataka	5.96E+09	3.15E+10	567	3.23E+11	2.72E+10
Bellary	11	29	Karnataka	1.25E+10	4.82E+10	565	4.48E+11	4.21E+10
Kurnool	21	28	Andhra Pradesh	1.77E+10	9.00E+10	552	9.21E+11	6.25E+10
Mahbubnagar	7	28	Andhra Pradesh	1.59E+10	9.58E+10	538	9.62E+11	8.08E+10
Raichur	5	29	Karnataka	7.52E+09	4.32E+10	559	4.41E+11	3.43E+10
Koppal	6	29	Karnataka	6.76E+09	3.04E+10	560	3.07E+11	2.64E+10
Bagalkot	2	29	Karnataka	8.88E+09	3.71E+10	556	3.85E+11	3.34E+10
Gadag	7	29	Karnataka	3.12E+09	2.21E+10	561	2.70E+11	1.61E+10
Belgaum	1	29	Karnataka	2.83E+10	8.36E+10	555	8.23E+11	7.44E+10
Dharwad	8	29	Karnataka	8.98E+09	2.63E+10	562	2.52E+11	2.27E+10
Haveri	10	29	Karnataka	5.04E+09	2.64E+10	564	2.77E+11	2.54E+10
Uttara Kannada	9	29	Karnataka	5.76E+09	4.27E+10	563	6.33E+11	1.66E+10
Shimoga	14	29	Karnataka	7.04E+09	3.96E+10	568	4.77E+11	2.27E+10
South Goa	2	30	Goa	9.29E+09	1.55E+10	586	1.19E+11	1.29E+10
North Goa	1	30	Goa	1.34E+10	1.79E+10	585	1.05E+11	1.71E+10
Kolhapur	34	27	Maharashtra	2.57E+10	5.41E+10	530	4.97E+11	4.59E+10
Sindhudurg	33	27	Maharashtra	2.27E+09	2.17E+10	529	3.35E+11	1.19E+10
Ratnagiri	32	27	Maharashtra	7.24E+09	3.89E+10	528	5.59E+11	2.27E+10
Sangli	35	27	Maharashtra	2.40E+10	5.91E+10	531	5.38E+11	5.55E+10
Solapur	30	27	Maharashtra	3.21E+10	1.00E+11	526	8.82E+11	9.83E+10
Satara	31	27	Maharashtra	2.19E+10	6.56E+10	527	6.96E+11	6.04E+10
Pune	25	27	Maharashtra	9.53E+10	1.55E+11	521	1.02E+12	1.51E+11
Raigarh	24	27	Maharashtra	4.14E+10	6.62E+10	520	4.93E+11	6.34E+10
Ahmadnagar	26	27	Maharashtra	3.93E+10	1.14E+11	522	1.07E+12	1.08E+11
Bid	27	27	Maharashtra	1.15E+10	6.04E+10	523	6.65E+11	5.77E+10
Osmanabad	29	27	Maharashtra	7.50E+09	4.09E+10	525	4.35E+11	3.96E+10
Parbhani	17	27	Maharashtra	7.36E+09	3.53E+10	513	4.18E+11	3.39E+10
Latur	28	27	Maharashtra	9.70E+09	3.94E+10	524	4.13E+11	3.91E+10
Gulbarga	25	29	Karnataka	1.23E+10	5.85E+10	579	6.20E+11	5.20E+10
Bijapur	3	29	Karnataka	6.16E+09	4.89E+10	557	5.63E+11	3.68E+10
Yadgir	26	29	Karnataka	3.36E+09	2.51E+10	580	2.83E+11	1.98E+10
Bidar	4	29	Karnataka	7.71E+09	3.20E+10	558	3.20E+11	3.18E+10
Rangareddy	6	28	Andhra Pradesh	5.96E+10	8.67E+10	537	4.05E+11	8.57E+10
Medak	4	28	Andhra Pradesh	2.42E+10	6.79E+10	535	5.62E+11	6.70E+10
Hyderabad	5	28	Andhra Pradesh	1.11E+10	1.12E+10	536	1.05E+10	1.12E+10
Nizamabad	2	28	Andhra Pradesh	2.81E+10	5.99E+10	533	4.96E+11	5.84E+10
Nanded	15	27	Maharashtra	1.24E+10	5.63E+10	511	6.89E+11	5.01E+10
Hingoli	16	27	Maharashtra	4.00E+09	2.44E+10	512	3.18E+11	2.22E+10
Jalna	18	27	Maharashtra	7.02E+09	4.06E+10	514	4.92E+11	3.77E+10
Buldana	4	27	Maharashtra	1.14E+10	5.45E+10	500	6.25E+11	4.88E+10
Washim	6	27	Maharashtra	4.13E+09	2.66E+10	502	3.32E+11	2.36E+10
Akola	5	27	Maharashtra	1.07E+10	3.50E+10	501	3.46E+11	3.36E+10
Yavatmal	14	27	Maharashtra	1.36E+10	6.96E+10	510	8.58E+11	5.31E+10
Amravati	7	27	Maharashtra	2.02E+10	7.03E+10	503	7.88E+11	5.44E+10
Wardha	8	27	Maharashtra	7.57E+09	3.44E+10	504	4.02E+11	2.84E+10
Burhanpur	50	23	Madhya Pradesh	3.92E+09	1.60E+10	467	2.14E+11	8.04E+09
Jalgaon	3	27	Maharashtra	2.39E+10	7.71E+10	499	7.48E+11	7.26E+10
Dhule	2	27	Maharashtra	9.95E+09	4.05E+10	498	4.79E+11	3.48E+10
Aurangabad	19	27	Maharashtra	2.25E+10	6.78E+10	515	6.18E+11	6.49E+10
Nashik	20	27	Maharashtra	4.64E+10	1.12E+11	516	1.04E+12	1.05E+11
Thane	21	27	Maharashtra	6.46E+10	9.75E+10	517	6.76E+11	9.01E+10
The Dangs	22	24	Gujarat	5.27E+08	7.00E+09	489	1.25E+11	1.21E+09
Valsad	24	24	Gujarat	1.46E+10	2.52E+10	491	2.16E+11	2.17E+10
Navsari	23	24	Gujarat	7.30E+09	1.68E+10	490	1.64E+11	1.64E+10
Tapi	26	24	Gujarat	5.26E+09	1.79E+10	493	2.31E+11	1.40E+10
Surat	25	24	Gujarat	4.38E+10	5.77E+10	492	3.19E+11	5.64E+10
Dadra & Nagar Haveli	1	26	Dadara & Nagar Havelli	3.63E+09	5.09E+09	496	3.54E+10	4.70E+09
Daman	2	25	Daman & Diu	2.50E+09	2.53E+09	495	5.37E+09	2.53E+09
Diu	1	25	Daman & Diu	4.59E+08	5.09E+08	494	2.77E+09	5.09E+08
Mumbai Suburban	22	27	Maharashtra	2.44E+10	2.44E+10	518	3.26E+10	2.44E+10
Mumbai	23	27	Maharashtra	7.01E+09	7.04E+09	519	1.07E+10	7.04E+09
